blade_length,wind_speed,turbine_stats,energy_output,motor_tempreture,blade_angle,vibration_level,humidity,air_pressure,category,anti_rust,efficiency
60.0,24.0,needs to be repaired,392,43,23,9,26,1023,medium,0.0,73.0
34.0,15.0,needs to be repaired,2325,64,3,9,22,1089,small,1.0,87.0
67.0,25.0,optimal,1912,44,37,9,75,913,large,0.0,20.0
72.0,13.0,off,121,79,44,8,59,1077,medium,0.0,41.0
71.0,16.0,needs to be repaired,2189,41,6,5,27,1040,small,1.0,79.0
31.0,10.0,optimal,2869,66,0,4,73,1093,large,0.0,15.0
67.0,23.0,off,4264,61,11,5,43,1074,medium,1.0,
67.0,7.0,optimal,4022,77,4,5,75,1053,small,1.0,47.0
95.0,5.0,needs to be repaired,3770,25,32,3,46,934,large,,95.0
58.0,19.0,optimal,1622,50,24,1,30,933,small,,29.0
61.0,19.0,off,453,39,24,6,46,978,large,1.0,37.0
51.0,9.0,needs to be repaired,4782,37,25,6,52,1082,small,,70.0
79.0,15.0,off,5000,64,20,6,71,1011,small,0.0,
24.0,5.0,optimal,3899,73,29,10,48,1077,large,0.0,71.0
63.0,14.0,optimal,2550,20,29,0,57,980,small,,13.0
69.0,24.0,optimal,2390,45,23,1,85,959,nan,0.0,42.0
17.0,15.0,needs to be repaired,2522,58,34,7,67,901,nan,,36.0
,11.0,optimal,2382,48,43,1,63,902,large,0.0,37.0
,21.0,needs to be repaired,2829,54,17,1,75,968,medium,0.0,70.0
14.0,16.0,optimal,3296,75,45,6,61,1049,small,,36.0
77.0,8.0,optimal,4333,44,18,10,67,952,small,0.0,88.0
15.0,16.0,needs to be repaired,1414,66,18,10,49,952,nan,1.0,50.0
56.0,7.0,needs to be repaired,2505,22,8,10,51,910,large,,84.0
64.0,22.0,needs to be repaired,1612,77,2,3,23,1061,medium,,26.0
49.0,16.0,off,2013,42,17,10,52,903,medium,,
61.0,23.0,optimal,1392,38,35,5,27,927,large,1.0,19.0
25.0,17.0,off,3192,70,23,3,51,1066,medium,1.0,35.0
22.0,,optimal,5000,33,7,7,44,901,medium,0.0,95.0
39.0,12.0,optimal,4015,50,21,5,32,935,small,1.0,74.0
28.0,10.0,optimal,3217,32,22,7,65,1049,medium,0.0,99.0
26.0,14.0,optimal,3142,55,7,2,80,999,medium,0.0,
72.0,,off,3789,56,36,7,44,923,large,1.0,57.0
28.0,10.0,optimal,2891,64,18,4,64,1071,small,,49.0
67.0,12.0,off,2375,26,45,7,40,913,large,1.0,35.0
64.0,22.0,needs to be repaired,637,62,44,5,26,962,nan,1.0,76.0
99.0,21.0,off,3664,43,44,3,50,914,medium,0.0,4.0
99.0,,optimal,4316,43,9,5,27,1000,large,,3.0
71.0,6.0,off,1794,53,19,1,39,1054,medium,1.0,56.0
32.0,16.0,off,1435,31,26,8,70,981,medium,0.0,51.0
18.0,24.0,needs to be repaired,100,43,4,5,25,1094,small,1.0,37.0
21.0,14.0,needs to be repaired,1633,78,19,3,79,1021,small,,61.0
10.0,13.0,needs to be repaired,2790,60,1,0,40,1038,medium,0.0,81.0
67.0,20.0,optimal,272,58,15,10,49,954,large,1.0,48.0
10.0,11.0,off,100,45,30,2,79,952,small,0.0,45.0
43.0,13.0,off,3257,27,16,1,20,925,medium,0.0,35.0
57.0,10.0,needs to be repaired,3320,66,21,0,88,1040,large,,96.0
98.0,14.0,optimal,4677,63,15,7,54,900,medium,1.0,69.0
10.0,11.0,optimal,4371,78,10,5,69,955,medium,0.0,52.0
25.0,,optimal,713,52,10,2,90,1046,small,1.0,82.0
70.0,15.0,needs to be repaired,4298,70,0,2,43,907,medium,1.0,73.0
73.0,5.0,optimal,1574,21,27,6,43,1019,large,1.0,73.0
72.0,25.0,optimal,3076,58,45,0,28,964,large,0.0,41.0
78.0,23.0,optimal,100,33,26,0,55,952,nan,1.0,71.0
31.0,9.0,needs to be repaired,1204,75,3,8,69,917,small,1.0,10.0
76.0,10.0,needs to be repaired,700,66,19,0,72,959,large,1.0,87.0
85.0,11.0,off,4688,69,44,2,52,1056,medium,0.0,74.0
35.0,8.0,off,3563,51,5,3,59,953,large,0.0,10.0
25.0,20.0,off,2084,69,12,7,68,996,large,1.0,91.0
60.0,14.0,needs to be repaired,4282,57,20,9,35,1059,large,1.0,39.0
95.0,19.0,off,2447,41,30,1,42,984,large,,9.0
66.0,17.0,optimal,3113,48,40,0,85,1058,large,0.0,71.0
38.0,12.0,needs to be repaired,2659,41,31,4,64,1038,small,1.0,82.0
87.0,17.0,needs to be repaired,4060,41,45,5,48,1064,nan,1.0,14.0
78.0,11.0,off,1649,34,11,6,37,1070,medium,1.0,65.0
56.0,,optimal,4419,50,39,6,59,996,large,0.0,56.0
71.0,8.0,optimal,3379,59,22,9,48,1090,medium,1.0,12.0
78.0,11.0,needs to be repaired,2640,69,35,0,67,1022,large,1.0,84.0
85.0,20.0,needs to be repaired,2386,55,31,2,58,965,small,1.0,40.0
25.0,6.0,off,2455,54,38,8,58,971,small,1.0,8.0
99.0,25.0,optimal,4599,50,37,7,69,925,nan,0.0,29.0
,18.0,needs to be repaired,2559,37,38,5,36,1086,large,1.0,66.0
57.0,18.0,optimal,2162,50,23,10,64,907,nan,,27.0
94.0,12.0,needs to be repaired,1937,30,41,7,84,1043,large,,0.0
48.0,10.0,off,2029,24,7,4,48,1055,large,0.0,71.0
42.0,11.0,needs to be repaired,3399,26,31,6,54,1100,large,1.0,91.0
32.0,11.0,needs to be repaired,544,56,23,1,58,1048,small,,50.0
19.0,6.0,needs to be repaired,2737,39,4,3,63,988,medium,1.0,75.0
78.0,8.0,off,682,77,11,10,90,1086,medium,0.0,43.0
43.0,17.0,off,426,25,31,2,84,1040,medium,0.0,51.0
61.0,14.0,off,3942,31,0,9,88,979,nan,,5.0
19.0,,needs to be repaired,372,57,34,10,88,980,medium,0.0,
28.0,19.0,needs to be repaired,3729,78,31,6,83,904,small,1.0,32.0
67.0,16.0,optimal,3144,70,40,9,90,1079,large,1.0,30.0
10.0,,off,4961,34,14,4,25,942,large,1.0,9.0
78.0,,off,4227,57,33,5,38,1076,nan,1.0,70.0
13.0,25.0,needs to be repaired,2013,32,33,9,28,1084,small,1.0,49.0
25.0,9.0,off,4414,75,7,3,30,1042,small,0.0,41.0
33.0,11.0,optimal,4124,33,14,5,40,1048,nan,1.0,97.0
89.0,,off,638,72,1,1,22,1006,large,0.0,0.0
11.0,15.0,off,3764,40,24,8,83,907,nan,1.0,66.0
41.0,20.0,off,3840,62,13,4,78,968,small,,50.0
100.0,17.0,optimal,4001,49,24,3,62,923,small,0.0,1.0
93.0,8.0,optimal,3552,25,1,3,69,1015,large,1.0,17.0
33.0,20.0,off,1977,55,26,1,75,970,large,0.0,43.0
21.0,,optimal,4194,79,16,2,21,912,medium,,13.0
59.0,5.0,needs to be repaired,4993,54,7,8,68,960,small,0.0,55.0
44.0,8.0,off,497,53,7,0,73,962,small,0.0,3.0
,19.0,optimal,4584,59,44,0,58,999,small,0.0,73.0
42.0,25.0,optimal,2782,79,23,5,28,929,small,,33.0
70.0,20.0,optimal,2020,55,32,4,60,1000,small,1.0,38.0
60.0,8.0,needs to be repaired,4991,77,27,8,47,961,nan,0.0,49.0
52.0,21.0,optimal,666,48,13,4,42,940,small,1.0,26.0
21.0,15.0,needs to be repaired,3130,78,8,7,27,1031,medium,1.0,47.0
76.0,9.0,needs to be repaired,3774,22,16,10,47,1035,nan,1.0,32.0
74.0,17.0,optimal,2710,24,37,0,51,1060,large,,66.0
42.0,16.0,needs to be repaired,659,28,37,3,46,906,small,1.0,17.0
49.0,7.0,optimal,2177,39,2,5,70,1100,medium,1.0,
83.0,8.0,optimal,2538,55,10,1,52,990,small,1.0,
52.0,14.0,optimal,1430,55,22,6,28,985,small,1.0,31.0
53.0,13.0,off,4360,55,40,1,52,988,small,0.0,4.0
38.0,14.0,needs to be repaired,3192,34,45,7,54,924,small,0.0,89.0
22.0,17.0,needs to be repaired,3063,26,37,8,71,1067,large,0.0,74.0
21.0,,optimal,2614,38,44,4,41,912,medium,1.0,89.0
55.0,16.0,needs to be repaired,1539,76,18,7,48,955,nan,1.0,42.0
11.0,15.0,optimal,4484,53,42,3,40,1098,small,1.0,81.0
,25.0,needs to be repaired,100,30,7,10,39,1036,nan,,95.0
96.0,12.0,needs to be repaired,658,38,7,2,79,1025,medium,0.0,37.0
90.0,18.0,optimal,937,38,17,6,81,902,large,0.0,97.0
99.0,18.0,optimal,685,64,21,0,82,953,medium,1.0,78.0
17.0,24.0,optimal,2455,45,43,6,73,905,large,1.0,40.0
35.0,21.0,needs to be repaired,2912,41,41,7,87,1068,small,,77.0
83.0,,off,2766,40,6,10,49,1029,large,,35.0
99.0,24.0,off,1544,52,19,7,50,1082,small,1.0,2.0
43.0,25.0,needs to be repaired,1379,40,8,3,72,1085,medium,1.0,72.0
16.0,25.0,needs to be repaired,100,79,39,3,84,984,medium,1.0,73.0
77.0,21.0,optimal,2305,45,42,6,41,1091,medium,0.0,64.0
67.0,10.0,optimal,4033,33,37,6,67,936,medium,1.0,73.0
84.0,18.0,optimal,3102,75,2,6,75,994,large,1.0,33.0
38.0,22.0,needs to be repaired,3840,62,26,1,48,1022,medium,0.0,
45.0,21.0,optimal,1554,37,30,3,62,1034,large,1.0,44.0
98.0,10.0,optimal,3556,69,45,10,78,951,small,1.0,76.0
30.0,9.0,needs to be repaired,100,25,45,8,66,1012,large,0.0,36.0
45.0,17.0,off,4493,29,0,9,28,1000,large,,88.0
19.0,20.0,optimal,1692,35,11,5,25,1067,small,1.0,8.0
82.0,25.0,off,4499,66,10,1,56,1055,medium,0.0,85.0
33.0,13.0,optimal,978,80,6,1,39,914,nan,1.0,53.0
73.0,16.0,optimal,4380,52,43,8,58,1042,large,,9.0
58.0,14.0,optimal,1820,61,40,9,90,978,small,1.0,63.0
45.0,17.0,needs to be repaired,787,75,12,6,47,922,small,0.0,52.0
91.0,23.0,needs to be repaired,100,21,44,10,63,906,large,0.0,61.0
33.0,20.0,optimal,1372,62,37,0,69,1093,small,0.0,85.0
32.0,21.0,optimal,1175,54,33,3,20,1006,small,0.0,97.0
71.0,20.0,needs to be repaired,2314,42,28,3,89,973,medium,0.0,60.0
46.0,18.0,needs to be repaired,3512,75,6,9,80,969,small,,69.0
21.0,20.0,off,3854,45,32,10,34,1005,large,0.0,17.0
64.0,19.0,needs to be repaired,1323,39,35,1,74,1093,medium,,80.0
22.0,16.0,optimal,2060,40,41,5,79,962,small,0.0,56.0
32.0,9.0,needs to be repaired,3532,79,36,6,38,975,small,,95.0
98.0,15.0,off,4699,62,41,7,28,950,nan,1.0,64.0
39.0,9.0,off,4679,69,11,10,85,981,small,,58.0
26.0,15.0,optimal,3296,62,1,8,90,1097,large,0.0,11.0
71.0,6.0,needs to be repaired,1770,45,2,3,30,1082,small,0.0,20.0
,23.0,off,4684,72,22,0,75,1059,small,,95.0
98.0,21.0,off,352,44,27,8,46,984,small,0.0,30.0
95.0,23.0,off,2905,26,21,5,83,1035,nan,,15.0
,16.0,optimal,1495,47,11,2,27,991,medium,1.0,65.0
68.0,24.0,off,4990,79,33,10,69,1022,large,1.0,12.0
28.0,9.0,needs to be repaired,514,31,17,5,33,1029,small,0.0,60.0
58.0,16.0,optimal,3552,56,32,0,42,923,large,,30.0
21.0,20.0,needs to be repaired,1495,62,36,7,72,950,large,1.0,69.0
70.0,5.0,needs to be repaired,3712,76,18,1,76,972,large,1.0,42.0
28.0,6.0,off,1046,42,35,3,80,1015,large,0.0,63.0
85.0,14.0,optimal,4279,72,42,0,60,1058,large,,83.0
18.0,6.0,optimal,1229,70,40,1,89,1031,nan,1.0,45.0
80.0,14.0,needs to be repaired,1301,24,23,7,34,970,large,0.0,52.0
37.0,22.0,optimal,224,33,32,4,48,978,large,1.0,27.0
87.0,5.0,optimal,1414,71,24,10,40,931,medium,1.0,97.0
61.0,9.0,optimal,847,54,1,10,37,925,small,1.0,8.0
92.0,16.0,optimal,4743,32,5,6,42,1029,large,0.0,33.0
25.0,21.0,off,3431,23,0,7,54,1072,large,0.0,66.0
78.0,23.0,needs to be repaired,3570,32,42,1,44,1092,medium,1.0,45.0
21.0,22.0,needs to be repaired,1946,33,20,9,60,1066,large,1.0,52.0
34.0,17.0,optimal,2940,66,17,2,49,1086,nan,0.0,56.0
61.0,7.0,optimal,4676,59,12,0,56,979,large,1.0,36.0
94.0,25.0,needs to be repaired,819,72,12,3,29,989,large,0.0,84.0
62.0,14.0,needs to be repaired,2835,37,18,7,42,1055,large,1.0,3.0
32.0,18.0,off,3586,51,33,9,79,984,small,,28.0
25.0,12.0,optimal,4683,44,14,7,33,1071,medium,1.0,95.0
66.0,14.0,needs to be repaired,4573,51,5,4,48,1022,large,1.0,58.0
48.0,6.0,off,256,45,21,2,36,954,medium,1.0,31.0
62.0,17.0,off,1873,38,2,10,28,941,medium,0.0,44.0
51.0,9.0,optimal,2576,56,33,10,69,958,large,0.0,21.0
67.0,15.0,off,1943,31,37,9,74,906,large,0.0,
48.0,5.0,off,1202,55,30,6,59,1093,medium,0.0,26.0
23.0,14.0,off,3214,41,45,6,24,1092,medium,0.0,65.0
14.0,17.0,off,3424,57,22,2,37,967,small,0.0,19.0
44.0,8.0,off,100,26,0,5,84,939,medium,,56.0
,25.0,optimal,227,39,2,2,77,1044,medium,1.0,17.0
84.0,14.0,optimal,4025,37,5,5,24,1099,small,1.0,96.0
27.0,16.0,optimal,3777,30,27,7,82,1073,small,1.0,98.0
85.0,18.0,optimal,3020,20,5,0,24,1085,small,1.0,31.0
18.0,7.0,needs to be repaired,5000,34,25,10,79,980,medium,0.0,
83.0,6.0,optimal,1026,40,24,7,36,989,medium,1.0,32.0
67.0,23.0,optimal,4332,30,8,2,70,915,large,0.0,39.0
26.0,15.0,optimal,691,22,14,5,33,1052,medium,0.0,7.0
16.0,25.0,off,3314,58,32,7,79,942,medium,1.0,24.0
55.0,,off,4707,76,33,7,46,967,small,0.0,12.0
22.0,22.0,off,4224,75,21,7,34,1038,small,1.0,65.0
49.0,18.0,optimal,1622,77,16,2,83,980,medium,0.0,25.0
51.0,11.0,needs to be repaired,851,57,6,6,45,920,large,0.0,32.0
18.0,,needs to be repaired,3881,70,16,8,68,996,medium,0.0,29.0
59.0,13.0,optimal,3152,45,5,7,43,1031,medium,0.0,15.0
,16.0,needs to be repaired,3853,30,14,4,27,908,medium,1.0,36.0
75.0,10.0,needs to be repaired,1590,53,4,7,51,1008,medium,1.0,15.0
14.0,11.0,optimal,1203,80,4,7,90,1085,medium,0.0,92.0
38.0,8.0,off,4311,79,38,0,60,909,large,,49.0
46.0,20.0,needs to be repaired,655,60,24,4,87,946,medium,0.0,57.0
47.0,11.0,off,2903,22,18,1,41,1079,medium,,88.0
92.0,12.0,optimal,279,61,39,8,78,922,small,1.0,86.0
17.0,12.0,off,3624,49,30,0,73,984,medium,1.0,2.0
74.0,24.0,needs to be repaired,3618,22,1,6,24,1040,large,0.0,25.0
95.0,7.0,off,1473,62,21,1,29,1080,large,0.0,100.0
26.0,13.0,off,1733,45,7,8,80,1071,large,1.0,41.0
80.0,23.0,off,4111,37,28,8,72,941,small,1.0,55.0
98.0,17.0,optimal,4989,33,12,9,87,954,large,1.0,59.0
,11.0,optimal,1187,33,7,1,66,1074,large,1.0,80.0
13.0,24.0,optimal,4441,34,10,0,75,1083,large,0.0,14.0
45.0,25.0,optimal,766,74,24,1,83,989,medium,1.0,45.0
79.0,19.0,off,3425,67,17,3,70,979,large,1.0,78.0
40.0,23.0,needs to be repaired,1681,41,16,4,78,955,small,0.0,17.0
28.0,6.0,off,1063,72,33,6,86,969,small,1.0,26.0
70.0,,off,3239,24,14,9,54,1031,large,0.0,7.0
63.0,12.0,off,2913,51,21,4,31,1000,large,0.0,62.0
48.0,12.0,needs to be repaired,710,49,40,8,50,1013,large,1.0,80.0
,17.0,needs to be repaired,989,26,44,8,88,991,medium,0.0,53.0
83.0,5.0,needs to be repaired,2857,80,33,8,42,1097,small,1.0,18.0
99.0,14.0,off,1743,27,16,9,51,1082,large,1.0,20.0
28.0,,optimal,2501,60,8,0,81,1018,large,0.0,2.0
48.0,13.0,optimal,1105,66,44,0,90,917,medium,0.0,39.0
76.0,6.0,off,664,51,2,0,20,1074,nan,0.0,85.0
54.0,23.0,optimal,1461,21,10,1,74,1024,small,,30.0
22.0,18.0,optimal,2690,64,17,3,85,1073,medium,1.0,17.0
67.0,14.0,off,4013,25,27,8,44,975,small,1.0,49.0
29.0,14.0,off,2727,73,14,5,65,1070,large,0.0,10.0
,12.0,optimal,953,71,13,3,38,1099,small,1.0,
70.0,18.0,off,3045,61,28,4,59,1100,medium,1.0,79.0
,17.0,optimal,4355,54,33,1,43,1023,small,1.0,67.0
10.0,10.0,needs to be repaired,1914,70,27,2,80,1044,medium,1.0,59.0
12.0,25.0,needs to be repaired,3635,68,11,7,65,992,medium,0.0,99.0
86.0,17.0,off,3498,23,1,5,28,1072,large,1.0,2.0
71.0,7.0,optimal,260,39,12,10,42,1094,large,1.0,81.0
72.0,24.0,needs to be repaired,2914,46,37,8,55,994,large,1.0,
34.0,17.0,off,1523,22,37,5,88,902,large,0.0,29.0
65.0,23.0,needs to be repaired,3410,39,1,8,74,937,small,,10.0
42.0,20.0,needs to be repaired,2510,70,43,6,35,912,small,1.0,47.0
47.0,8.0,off,3094,48,10,5,44,1001,medium,,20.0
15.0,7.0,needs to be repaired,3375,46,3,3,89,944,small,1.0,32.0
67.0,19.0,off,2544,66,1,2,47,1045,medium,0.0,72.0
53.0,19.0,off,4118,66,25,7,87,954,small,0.0,87.0
54.0,22.0,needs to be repaired,108,20,26,5,80,983,small,1.0,87.0
41.0,11.0,needs to be repaired,182,50,25,8,38,1018,small,0.0,14.0
54.0,24.0,optimal,3339,65,20,3,61,963,medium,0.0,96.0
70.0,9.0,needs to be repaired,1987,22,29,5,83,900,small,0.0,45.0
56.0,12.0,optimal,3835,56,17,4,63,1081,small,,6.0
30.0,14.0,off,4714,36,30,0,87,1092,medium,0.0,32.0
89.0,5.0,needs to be repaired,2962,40,11,4,51,975,small,1.0,58.0
94.0,15.0,needs to be repaired,2947,41,28,0,31,930,small,,90.0
84.0,7.0,off,261,61,7,2,83,1003,small,1.0,16.0
45.0,25.0,needs to be repaired,1109,41,2,7,75,994,large,1.0,79.0
28.0,7.0,optimal,182,60,18,8,56,1062,small,1.0,75.0
29.0,19.0,needs to be repaired,2485,33,35,0,86,910,large,1.0,100.0
66.0,21.0,optimal,680,62,41,7,62,979,medium,0.0,57.0
27.0,22.0,needs to be repaired,1971,78,6,9,26,969,small,,83.0
56.0,12.0,needs to be repaired,1825,50,5,3,84,1026,large,1.0,9.0
58.0,17.0,off,3123,31,14,7,40,1069,medium,1.0,77.0
23.0,14.0,optimal,4963,24,42,0,83,1035,medium,0.0,92.0
24.0,7.0,off,2572,67,39,7,79,926,small,,
40.0,24.0,off,2874,60,43,1,58,923,nan,0.0,2.0
10.0,18.0,off,2365,42,24,3,51,918,medium,1.0,1.0
,17.0,optimal,1723,43,27,10,33,1049,medium,,16.0
12.0,7.0,off,1265,28,31,5,72,1044,nan,0.0,16.0
25.0,17.0,optimal,4343,26,0,3,86,1031,medium,1.0,66.0
96.0,24.0,optimal,1296,71,34,0,55,902,large,1.0,92.0
,13.0,needs to be repaired,3162,26,25,9,34,1014,medium,0.0,86.0
84.0,20.0,optimal,1649,37,36,5,86,968,small,0.0,
21.0,12.0,optimal,759,71,38,10,75,1047,small,0.0,
83.0,16.0,needs to be repaired,4341,40,22,9,57,971,large,0.0,28.0
25.0,16.0,off,2108,56,18,4,57,1023,nan,1.0,19.0
81.0,23.0,needs to be repaired,4815,20,26,1,74,1074,medium,1.0,47.0
85.0,21.0,needs to be repaired,4276,58,9,9,27,928,medium,0.0,25.0
33.0,19.0,needs to be repaired,2924,65,34,4,75,991,medium,0.0,24.0
37.0,22.0,optimal,2991,21,37,9,82,940,large,1.0,
17.0,11.0,needs to be repaired,4369,43,45,10,76,1015,large,,78.0
45.0,,optimal,3593,33,41,1,70,1091,nan,0.0,46.0
99.0,23.0,optimal,841,68,7,6,69,1016,small,,30.0
17.0,,optimal,4332,58,10,4,55,1012,medium,1.0,9.0
67.0,15.0,optimal,1256,22,10,1,55,1045,small,0.0,54.0
69.0,9.0,off,778,40,38,2,29,957,small,0.0,47.0
59.0,6.0,optimal,3432,53,13,6,30,958,large,1.0,17.0
37.0,5.0,optimal,3509,71,30,5,69,1089,medium,1.0,58.0
50.0,20.0,needs to be repaired,1294,61,28,8,57,994,medium,1.0,56.0
73.0,9.0,needs to be repaired,3157,54,7,4,84,909,large,0.0,88.0
,11.0,optimal,1690,74,17,5,62,1084,nan,1.0,19.0
72.0,13.0,off,380,39,15,7,68,1032,small,0.0,13.0
26.0,8.0,off,100,57,19,0,65,986,medium,1.0,43.0
82.0,23.0,needs to be repaired,2439,28,38,1,59,970,medium,1.0,33.0
42.0,24.0,off,2564,67,11,6,33,1007,small,1.0,51.0
,,needs to be repaired,2662,78,12,4,68,963,large,1.0,
86.0,11.0,off,2233,34,30,6,59,982,large,1.0,25.0
38.0,22.0,off,4184,75,29,3,27,1004,medium,0.0,21.0
22.0,9.0,off,1023,50,17,3,74,954,medium,0.0,100.0
,25.0,needs to be repaired,4608,60,29,8,52,923,large,0.0,2.0
44.0,17.0,needs to be repaired,3096,28,43,7,25,1054,small,0.0,39.0
15.0,7.0,optimal,4597,32,29,4,25,1060,medium,,61.0
91.0,,optimal,1645,57,33,0,83,990,medium,0.0,63.0
78.0,16.0,off,971,51,40,1,23,904,small,1.0,71.0
56.0,25.0,off,1782,39,11,9,75,905,small,,51.0
34.0,22.0,off,1913,40,15,10,26,1029,large,,70.0
75.0,22.0,needs to be repaired,1438,38,35,10,72,1006,large,1.0,10.0
19.0,8.0,off,122,46,24,8,30,970,nan,1.0,7.0
65.0,24.0,optimal,4688,74,23,10,26,1016,nan,1.0,78.0
39.0,18.0,off,1821,79,42,7,75,910,small,0.0,36.0
14.0,18.0,optimal,1506,30,18,6,70,901,nan,1.0,27.0
42.0,5.0,off,3482,34,20,0,76,1083,large,1.0,100.0
74.0,,off,4798,27,30,9,78,926,large,0.0,80.0
27.0,13.0,off,1959,79,40,1,73,963,nan,1.0,20.0
58.0,22.0,optimal,2365,28,28,5,31,985,large,0.0,62.0
20.0,9.0,optimal,1488,58,29,5,35,1015,small,1.0,
94.0,14.0,needs to be repaired,703,56,23,2,51,1093,large,1.0,21.0
35.0,19.0,optimal,2927,70,37,7,59,999,large,,73.0
72.0,14.0,off,1158,39,3,2,81,1040,medium,1.0,84.0
98.0,20.0,optimal,5000,68,2,0,80,941,medium,0.0,25.0
95.0,8.0,off,3196,71,26,0,30,994,medium,1.0,91.0
68.0,8.0,off,3755,74,35,2,77,967,nan,,56.0
36.0,12.0,optimal,736,29,10,7,47,974,large,,88.0
58.0,10.0,needs to be repaired,3112,38,10,7,59,956,large,1.0,79.0
86.0,15.0,optimal,2626,29,9,3,50,936,large,1.0,50.0
42.0,17.0,optimal,1516,41,32,3,66,939,large,,53.0
10.0,23.0,off,4514,67,21,9,31,1081,medium,0.0,51.0
30.0,15.0,optimal,1078,44,7,8,63,1028,medium,1.0,
64.0,6.0,needs to be repaired,417,43,24,5,76,956,small,0.0,2.0
15.0,7.0,off,2341,45,7,1,71,1049,small,0.0,12.0
90.0,19.0,optimal,666,34,44,7,70,947,nan,,48.0
78.0,17.0,needs to be repaired,1443,76,24,0,51,1082,large,1.0,35.0
14.0,14.0,off,1368,71,23,7,55,1050,small,,2.0
12.0,9.0,needs to be repaired,3859,50,44,0,63,989,large,0.0,11.0
62.0,15.0,needs to be repaired,3305,54,36,9,51,907,medium,0.0,40.0
32.0,18.0,off,3556,26,17,3,38,1100,large,,90.0
62.0,24.0,optimal,3093,46,24,9,44,1066,nan,0.0,27.0
46.0,19.0,needs to be repaired,1462,73,35,6,90,1095,large,0.0,28.0
83.0,17.0,off,258,79,24,6,38,962,small,1.0,29.0
83.0,,optimal,3450,77,11,10,78,930,large,1.0,39.0
92.0,13.0,needs to be repaired,4364,24,5,1,67,939,medium,,57.0
26.0,12.0,off,1115,32,0,4,37,1039,large,1.0,72.0
94.0,19.0,needs to be repaired,1320,23,23,3,34,1021,small,,59.0
87.0,5.0,optimal,4674,61,45,1,50,987,large,1.0,94.0
82.0,6.0,optimal,853,48,22,1,79,947,nan,0.0,60.0
10.0,13.0,optimal,4090,30,27,4,43,969,nan,0.0,51.0
60.0,25.0,off,2586,48,38,8,66,1021,small,0.0,74.0
54.0,21.0,optimal,3231,27,3,2,86,1004,large,0.0,90.0
86.0,13.0,optimal,256,68,2,5,62,975,medium,0.0,93.0
13.0,5.0,off,167,62,39,1,22,975,small,1.0,89.0
71.0,12.0,optimal,3464,53,37,0,80,1007,medium,,98.0
74.0,,optimal,5000,37,4,3,27,1083,nan,0.0,19.0
41.0,15.0,optimal,750,76,18,10,40,1053,large,0.0,50.0
43.0,10.0,off,1361,45,7,6,69,948,small,,36.0
81.0,21.0,optimal,2924,68,2,9,80,980,medium,0.0,84.0
48.0,22.0,needs to be repaired,1200,37,27,1,74,958,small,1.0,45.0
35.0,,off,1413,64,32,2,74,1068,medium,1.0,20.0
43.0,9.0,needs to be repaired,2494,62,44,2,79,967,small,1.0,61.0
63.0,9.0,off,3923,43,25,0,76,1093,medium,1.0,16.0
12.0,23.0,off,2783,54,22,6,51,912,large,,15.0
59.0,17.0,off,2502,70,31,5,63,964,small,,47.0
21.0,11.0,needs to be repaired,1378,52,5,3,90,911,medium,,60.0
74.0,18.0,optimal,1968,37,17,8,49,939,small,,88.0
63.0,12.0,optimal,4329,50,19,2,35,1035,small,1.0,78.0
14.0,7.0,optimal,1773,64,17,6,84,1019,large,0.0,54.0
66.0,8.0,optimal,4080,48,15,5,85,1080,nan,0.0,4.0
26.0,14.0,off,3593,20,16,9,65,943,medium,1.0,50.0
56.0,8.0,off,4478,69,45,3,67,1036,small,1.0,87.0
32.0,22.0,needs to be repaired,4690,36,26,5,42,1042,medium,,67.0
88.0,16.0,optimal,3574,73,20,8,48,1078,large,,
94.0,24.0,off,1916,74,27,3,50,982,nan,0.0,61.0
23.0,24.0,optimal,3510,54,4,9,76,916,large,,41.0
75.0,19.0,optimal,5000,43,1,4,39,912,large,0.0,37.0
,17.0,needs to be repaired,1561,22,28,9,49,903,large,1.0,15.0
60.0,16.0,off,4023,74,19,1,58,932,large,0.0,51.0
47.0,12.0,optimal,5000,56,39,2,34,967,medium,,94.0
73.0,13.0,needs to be repaired,3755,75,6,7,59,1085,small,1.0,39.0
47.0,24.0,needs to be repaired,4606,41,4,3,77,1022,medium,1.0,53.0
59.0,,optimal,4123,40,8,8,30,1028,large,1.0,17.0
91.0,21.0,optimal,1881,76,10,6,87,1023,medium,1.0,66.0
39.0,5.0,needs to be repaired,4569,69,3,8,51,950,large,1.0,63.0
88.0,10.0,needs to be repaired,1599,35,21,5,61,1019,medium,,100.0
100.0,11.0,optimal,4613,36,28,5,70,952,small,0.0,51.0
60.0,13.0,optimal,1614,58,8,7,72,1064,medium,1.0,
72.0,14.0,needs to be repaired,3596,21,30,6,54,1085,large,0.0,51.0
61.0,8.0,off,587,72,45,8,48,1095,large,0.0,97.0
47.0,20.0,needs to be repaired,1530,52,16,5,38,958,medium,1.0,83.0
97.0,16.0,needs to be repaired,3607,68,42,0,24,1037,large,1.0,95.0
88.0,13.0,off,3906,64,4,4,45,1036,large,0.0,47.0
,7.0,optimal,1258,50,11,5,48,1070,large,1.0,20.0
,13.0,needs to be repaired,5000,62,25,4,71,964,small,,33.0
90.0,21.0,optimal,2274,67,34,5,73,1059,medium,0.0,83.0
14.0,18.0,off,955,78,7,5,58,982,small,0.0,17.0
